author,comment,likeCount,publishedAt,predicted_label
@Nothingaloneforever,"aku lebih milih iphone, karna bosan sama android 😂😂 simple aja.",2,2025-10-30T07:53:51Z,positif
@noname-jb4rz,Tetap iphone 17 pro max bakal laris manis penjualannya drpd hp android manapun yg harganya setara. apalagi cuma Xiaomi 17 pro max rilis global aja gak ada katanya mau head to head dengan ip 17 promax,0,2025-10-30T07:53:27Z,negatif
@apakau-ob3ej,8:15 klai iphone niru poco masuk kalau mi 17 promax niru iphone itu udah ada smnjak 11 ultra 😂,0,2025-10-30T07:52:29Z,negatif
@deniprastiyo8146,"Dikonoha kan gak tau fitur fitur canggih,,yg penting produknya berlogo apel,,meskipun beli second udah merasa dia naik level😅",0,2025-10-30T07:52:06Z,positif
@FajarKun123,Akhirnya di riview makasih bang,0,2025-10-30T07:49:50Z,netral
@awandhk,teori anomali 4x4 sial kuadrat sepertinya masuk akal bang,0,2025-10-30T07:49:32Z,netral
@muhammadkhairunnizar3841,"bertanya karena penasaran. kira2 nanti, itu layar belakangnya bisa buat zoom, VC (kalo VC sih keknya bisa) dan lain2 ga ya? sekali lg, bertanya karena penasaran aja, terlepas dari ""ngapain VC atau zoom di layar kecil""... yaaa jawabannya siapa tau... just in case aja 😁🙏",0,2025-10-30T07:49:21Z,negatif
@quenny21,Masih nunggu rekomendasi laptop 2025,0,2025-10-30T07:46:37Z,positif
@edwardalvianto4526,Review robot humanoid neo,0,2025-10-30T07:42:59Z,netral
@sigitarya1892,Still waiting stand alone video review iphone 17 pro n Co,0,2025-10-30T07:40:59Z,positif
@inidiksaan,"Dulu hp pertama yg beli pake duit sendiri pas udah kerja xiaomi, dulu beli itu karna murah spek oke, makin kesini makin cinta sama Xiaomi karna bisa bersaing sama brand brand kelas kakap",36,2025-10-30T07:40:27Z,positif
@NoctaleStory,next compare sama iphone bg,0,2025-10-30T07:37:53Z,positif
@Yaaaaaayy,Kalo aku mending Xiaomi nya🗿 udah mantep buat main game,0,2025-10-30T07:37:14Z,positif
@Renzurokuga.,20:57 BEST PART 🤣,0,2025-10-30T07:35:39Z,positif
@Vladimirnikolai33,20:55 pria kalo GK sengaja ngelihat fotonya sendiri (kaget),0,2025-10-30T07:33:34Z,positif
@westthekid9997,sumpah hp iPhone desain nya jadi kaya murce di bandingan ama Xiaomi walau mereka yang miripin wkwk. iPhone beneran meniru poco kah wkwk kan poco Xiaomi wkwkwk,0,2025-10-30T07:31:17Z,negatif
@quinn639,NEXT REDMAGIC 11PRO+,0,2025-10-30T07:29:59Z,positif
@terminallapak,"Review yang sangat lengkap dan detail Bang David! Fitur layar belakang di Xiaomi 17 Pro Max ini memang inovasi yang berani dan berguna banget terutama buat selfie pakai kamera belakang. Kualitas videonya juga mantap, penjelasannya jelas dan menghibur. Keep up the great work Gadgetin! 👍",0,2025-10-30T07:28:42Z,positif
@SlowLivingfarming,"Ia di tunggu2 kok GK review2 sihh, eh dia asik nikmatin hidup 😂",0,2025-10-30T07:27:37Z,negatif
@rizaldiputra6675,review hp red magic 11 pro+ dong,0,2025-10-30T07:26:46Z,netral
@insantuy,"klo desain yah emang gk nyontek toh poco udah duluan modul kameranya model lebar gitu & bener kata bg david, desain itu gabisa deket2an mau rilis, pasti nya udah jauh2 waktu banget. tapi kalo nama yaahhhh itu bisa banget deket2 rilis, apalagi mw nyenggol2 brand lain 🎃🎃🎃",0,2025-10-30T07:26:00Z,negatif
@ManTop-r3q,Pendapat gua videonya agak tak cantik 😂 terlalu bright. Kulit cerah tak natutal,0,2025-10-30T07:24:48Z,positif
@AnisLeguChannel,Mantul,1,2025-10-30T07:23:07Z,positif
@diansyamsuwir,"iphone is iphone, andriod ya android, preferensi mau yang mana trus sanggup yang mana, as simple as that!",0,2025-10-30T07:21:55Z,positif
@pramudyasahidk881,bismillah semoga bisa kebeli xiomi 17 pro max klo smpe rilis di indo😇 aamiin yaallah🤲🏻,0,2025-10-30T07:21:48Z,netral
@KhairulAbdal,AKHIRNYA,0,2025-10-30T07:18:14Z,netral
@MOVE_ON_DONG,Xiaomi 17 pro max katanya ngak ada untuk export kok udah ada di indo,0,2025-10-30T07:15:18Z,negatif
@RaidenShogun-j8j,iQOO z10r kapan bang,0,2025-10-30T07:12:38Z,netral
@agussetya7579,Unboxing one plus pad 3 plis,0,2025-10-30T07:11:05Z,positif
@eponckdacosta,I phone wannabe...,0,2025-10-30T07:09:49Z,positif
@adam_pijat_kota_palu,🤠,0,2025-10-30T07:08:31Z,positif
@roseveIlt,"ku kira desain boxnya yang panjang + tipis gt ngejek iphone, tipis tapi gadapet kabel+kepala 😂",16,2025-10-30T07:03:51Z,positif
@PRAMOEDJALVS29,Mantap,1,2025-10-30T07:03:34Z,positif
@fzdnofficial,tim yang nonton doang tapi gak beli wkwkwk,0,2025-10-30T07:00:38Z,positif
@KetutSundri-s3o,Klu banyak layar jatuh ganti2 lcd😅😅,1,2025-10-30T06:58:35Z,positif
@Niqhtbot,06:03 suaranya merdu juga,1,2025-10-30T06:58:33Z,positif
@RasyaEfrinal-e2m,Enggak sekalian di adu kamera kedua 17 series ini 😂😂,0,2025-10-30T06:57:45Z,positif
@AgusTiandi-v1y,Kpn di jual di indonesia ni,0,2025-10-30T06:54:45Z,netral
@MrAchmadreza,Test speaker nya kok gak ada bang?,1,2025-10-30T06:53:07Z,positif
@highproject5756,"Kalo menghindari angka sial, apa kabar dulu mi 4 series yang sukses😂",2,2025-10-30T06:52:49Z,negatif
@rivankadesya7289,"16 itu dari 8 + 4 + 4 bang, jadi ga dipakai karena 1 keberuntungan + 2 kesialan  = 1 kesialan, jadi seperti itu",0,2025-10-30T06:51:02Z,negatif
@BOSS_CHEATER,Klau liat iphone 17pro di bandingin dgn xiaomi 17pro keliatan iphone kyk Hp jadul😅...,55,2025-10-30T06:50:28Z,positif
@Aldes_Trimonti,Notif WA & Maps sering delay,0,2025-10-30T06:47:43Z,positif
@campingknightonline,ada iklannya nggak bang ?,0,2025-10-30T06:46:37Z,netral
@varenaurigayurioshi4836,Kenapa selalu nyontek desain iphone?? Padahal smartphone level premium dari china udah bagus bagus kog.,0,2025-10-30T06:44:23Z,positif
@soudakun-65,"Kalo masalah game mah, itu karena Genshin nya aja, game pembunuh gadget.",0,2025-10-30T06:42:26Z,negatif
@abdulfakhruddin3976,20:56 Visioner sekali 😂,3,2025-10-30T06:39:37Z,positif
@RasyaEfrinal-e2m,Saya lebih suka menyebutnya sindiran dari pada niru😂😂,0,2025-10-30T06:37:46Z,positif
@wawan_neo2,Unboxing iQOO 15 bang 😅,0,2025-10-30T06:37:43Z,netral
@meliandwibagaskara29,Padahal fitur galaxy flip lebih mumpuni...😂🎉...,0,2025-10-30T06:37:26Z,positif
@yantocihuy7723,Bang vivo y400 donk,0,2025-10-30T06:36:47Z,positif
@eltonludjileo389,semoga di notice Xiomi indonesia,0,2025-10-30T06:35:33Z,netral
@abdulfakhruddin3976,Genshin genshin.. Buset dah butuh spek kek apaan sih Chipset Naga 8 elite masih keteteran 😌,0,2025-10-30T06:35:02Z,positif
@chill9390,Dikira bakalan nampilin wallpaper iPhone 17 pro max biar kesannya waw tapi yaudahlah cukup liat di om dhiar aja sudah cukup,0,2025-10-30T06:34:26Z,negatif
@RinaldiMulya,Suara yg lbh bagus ketika menggunakan kamera depan,0,2025-10-30T06:34:15Z,positif
@yasiryasno148,Xiaomi 💀💀💀💀,0,2025-10-30T06:32:21Z,netral
@osengtempeh825,Masih haloo belum angkatangan,0,2025-10-30T06:31:54Z,positif
@DeNasty,telat aja 19 dah hampir 1jt view wkwk,0,2025-10-30T06:29:34Z,positif
@insaniroefliana1518,"saya Xiaomi Fanboy, tapi jujur saja menurut saya disain Xiaomi 17 Pro Max jelek banget bagian belakangnya, jauh lebih aesthetic iPhone 17 Pro Max",0,2025-10-30T06:28:06Z,negatif
@udinswek6695,"kayanya xiaomi udah desain xiaomi 16, trus pas desain ipong keluar dan ngeliat desainnya mirip banget ama xiaomi 16. jadi sekalian totalitas dimirip miripin buat ceng cengin apple",0,2025-10-30T06:25:30Z,negatif
@riswannasaruddin4047,"ENAK YA JADI XIAOMI, DIMANA2 DAPAT PROMO GRATIS GARA2 DESAIN MIRIF IPHONE TERBARU 😊",0,2025-10-30T06:22:59Z,negatif
@denpurba6159,ipon mulai kehilangan ciri khasnya,0,2025-10-30T06:21:48Z,positif
@mohamadhenryazhary,buku manual harus nya di hilangin aja di ganti dengan bonus lain. buku manual bisa lwt email,0,2025-10-30T06:21:22Z,negatif
@abdulfattahthea,"8:23 Mi 11 ultra juga udah kayak gitu,masa iya ngikutin apple😂",0,2025-10-30T06:15:25Z,positif
@rharabny8939,"B aja sih ini cocoknya buat para bocil2 kali yah soalnya itu klo smp jatuh buat biaya tambahan hanya gara2 layar kecil yg pecah,,klo layar depan pecah pas lagi nelp g nampak tp layar belakang jelas diliat org klo pecah",1,2025-10-30T06:12:41Z,negatif
@paiansimbolon6429,"Fix apple nyontek Xiaomi, dan iphone minim inovasi",0,2025-10-30T06:09:19Z,negatif
@BANG_XR21,TIM NONTON DOANG MANA NIH 😂😂,0,2025-10-30T06:05:48Z,positif
@kunrishqee5021,"Mumpung ip lagi buruk ditahun ini,dihajar sama brand android",0,2025-10-30T06:03:44Z,negatif
@heriquint,top,0,2025-10-30T06:01:41Z,positif
@putry3471,Yang suka blg iPhone kurang inovasi tu iri aja. Mereka mau blg android lebih inovasi. Tp mereka pke hp bukan android yang flangsip tp yang low and mid range. Android or iPhone sama aja ada harga ada rupa 😂😂😂 jgn kebanyakan iri yg masi low or mid range,3,2025-10-30T06:00:51Z,positif
@komunitas1988,"Seandainya ada tablet 8 inch dengan spek gaming ram dan batre besar, dan yg terpenting support sd card dan simcard.",0,2025-10-30T06:00:12Z,positif
@arifaswarannas2190,😂😂 Made in China,0,2025-10-30T05:59:44Z,positif
@KevinVinz-dv5fe,Redmi 17 Pro Max Super Ultra Rare,0,2025-10-30T05:59:43Z,positif
@kosimnurzeha6281,ya allah pengen,0,2025-10-30T05:58:16Z,netral
@puguhhananto4064,Banyak yg komen cakep xiomi dr pd iPhone padahal punya iPhone aja enggak😂,0,2025-10-30T05:57:39Z,positif
@shahrulzahri9774,Iphone noob....,0,2025-10-30T05:57:39Z,negatif
@yahy.ea0,Next redmi k90 pro max😂,0,2025-10-30T05:56:13Z,positif
@ahmadramdanmubarok4417,"Xioami 17 yg direview kayanya bukan buat pasar indonesia. diliat dari adaptor/chargernya, stiker imei",0,2025-10-30T05:55:20Z,positif
@turihan24,"17:49 , kuputar² ulang 😂",0,2025-10-30T05:55:15Z,negatif
@raffazarazkachannel,Bang batrenya boros ga pake 2 layar + animasi blakang hidup trs?,0,2025-10-30T05:54:46Z,positif
@s1lver4,packaging hp nya kayak diburu buru banget yang penting ada dan terbungkus,0,2025-10-30T05:52:15Z,negatif
@smithparhusip5187,"Gw pake iphone cm buat gaya gayaan aja,tp kl buat fungai seutuhnya ponsel ya gw pake android",0,2025-10-30T05:52:10Z,positif
@arber3094,"AKU CUMA NONTON AJA KOK..,...",0,2025-10-30T05:51:13Z,positif
@RizzKunn,iya ya mending kamera depan di buang terus fokusin ke kamera belakang,0,2025-10-30T05:49:08Z,netral
@kocakl56-b8m,Apakah ini chipset terbaru dengan kembalinya isu SD888 yg super hot😂,0,2025-10-30T05:48:22Z,positif
@daswanto3232,IQOO pun tembus 4 juta bemchmarknya.. xiaomi kok nggak ya.. 🤔,0,2025-10-30T05:46:02Z,netral
@xcan-e4b,Link barang bekas nya di saya gak bisa bg ..,0,2025-10-30T05:45:54Z,negatif
@helmiyaiya,"Wow panas ternyata, mi fans tidak akan suka fakta ini",0,2025-10-30T05:44:53Z,positif
@adamsammad5540,judulnya ambigu,1,2025-10-30T05:43:54Z,positif
@Yosephu666,"wah cocok buat main genshin impact, saya mau warna ungu",0,2025-10-30T05:43:09Z,positif
@rosandiniti,Kalo gue si pilih xiaomi,0,2025-10-30T05:39:51Z,positif
@aldiboss7153,Pengen beli xiaomi 17pro max yukk masuk indonesia yuk,0,2025-10-30T05:39:02Z,positif
@sibobkecil7657,"16
1+6 = 7
7 mistik 4
4 = sial.
Makanya loncat ke 17",0,2025-10-30T05:38:29Z,negatif
@youtubernolep8135,bang david bahas iqoo z10R dong 🎉,0,2025-10-30T05:36:04Z,netral
@jioneaji48,"China sang raja teknologi nomor 1 didunia, negara termaju dan tercanggih 🇨🇳🥰",0,2025-10-30T05:33:30Z,positif
@fendywecast,Itu layar blkgnya bisa buat maen game.. Ada chasing yg game.. Seperti gameboy,0,2025-10-30T05:32:17Z,netral
@Gustiaraja,"8+8 = 16 double Hoki yg di skip.
1+7 = 8
Kaya Xiaomi ttp mikirnya hoki secara numerology bang",0,2025-10-30T05:31:34Z,negatif
@williamexpolene6744,Review Blackview Xplore 2 dong Bro.,0,2025-10-30T05:30:36Z,netral
@adrianwan7765,Persiapan Rivew oppo Find X9,0,2025-10-30T05:28:09Z,positif
@mzoelf,"TAMAGOCHI JADI HP, lucu bangett",0,2025-10-30T05:26:12Z,positif
@Wahyu-t5n,Menurut gue Xiaomi ga niru sama sekali. Bahkan lebih baik desainnya dari iPhone.,0,2025-10-30T05:25:58Z,netral
@denihardarto7863,"Bagus ini kalau harganya memang beneran segitu, bakalan coba. Iphone terlalu matre pajaknya berkenaan pasang iklan",0,2025-10-30T05:25:43Z,positif
@yogadwipangestu1709,Xiaomi kasi inovasi hp masa depan dan fitur barunya pun sangat berguna👍,0,2025-10-30T05:22:54Z,positif
@AngelinaFishy,Reviewnya Iphone 17 ama 17pro kapan bang david 😭,0,2025-10-30T05:22:13Z,positif
@Artphylios,Kok gk pernah riview laptop lagi bang,0,2025-10-30T05:22:08Z,negatif
@LaluQusyairi,Nungguin iPhone 9 rilis,0,2025-10-30T05:21:17Z,netral
@ngacowoi,Antutu 2jt an aja dah lebih dari cukup.. jd untuk apa sampai 3jtan lebih?,0,2025-10-30T05:17:58Z,positif
@alghifari117,Redmi 4 redmi 13 be like,0,2025-10-30T05:17:36Z,positif
@aditzaky6053,Spek itu segalanya bro.. Jangan di butain merk,0,2025-10-30T05:16:12Z,netral
@gunawanss3101,Bang review iphone air,0,2025-10-30T05:15:49Z,netral
@TuanZein933,Mungkin Feng shui kli bang angkasial gak di pakai 😂,0,2025-10-30T05:14:24Z,netral
@sandyboomer2256,30/10/2025😊,0,2025-10-30T05:13:53Z,positif
@yaumahzaini7676,Oppo x9 sama Vivo x300 review bang,0,2025-10-30T05:11:52Z,netral
@muhamadfarhan1111,Samsung terbaik,0,2025-10-30T05:11:39Z,positif
@sonixSZ,Iklan?,0,2025-10-30T05:07:50Z,positif
@MuhammadIrvanirvan-c9w,Vivo x200fe bg,0,2025-10-30T05:04:13Z,netral
@karnisetiawan9364,"Aku adalah tim nontn aj,beli kagakkk",0,2025-10-30T05:04:09Z,positif
@salamauskolinen6593,17:26 mas broooo,0,2025-10-30T05:03:58Z,negatif
@abdulwahid-tv3yj,Jujur ini disain hp terbaik yg pernah gw lihat.... Layarnya bikin ngiler....,0,2025-10-30T05:02:22Z,positif
@denidantez,MI max ada mi pro ada digabungin jadi promax,0,2025-10-30T05:01:19Z,positif
@HRIMBA,"Lah bukan nya itu desain nya poco ya, lebih tepatnya nya poco m3, terus siapa sekarang sekarang yang niru.. 😂",0,2025-10-30T05:01:18Z,negatif
@DudutCandana,👍,0,2025-10-30T05:00:43Z,positif
@boboibor,"mahal amat anjit, 14jt mah udah dapet iphone 16 anjay",0,2025-10-30T05:00:37Z,positif
@gerardray1232,gw pertama liat design ip17 pro aja langsung mikirnya vibe hp cina bgt wkwkwk mirip poco,34,2025-10-30T04:59:24Z,positif
@zjackki,17:54 bukannya xiaomi pad itu,0,2025-10-30T04:58:53Z,positif
@fauziulpi1773,Ya iyalah panas ada layar dibelakang 😂😂😂😂😂 gayagayaan,0,2025-10-30T04:57:46Z,netral
@salamauskolinen6593,10:47 kucingnya kayak yang ada dirumah.,0,2025-10-30T04:57:34Z,positif
@fanifadilah03,"Cakep bgt asli, tapi kalopun masuk ke indo jg saya ga akan beli 😂",0,2025-10-30T04:56:37Z,positif
@delta7520,Dari dulu cina selalu meniru produk orang lain yang laku dan itu udah prinsip cina,0,2025-10-30T04:56:31Z,positif
@bayuimo2694,Menurut ku bukan ke poco sih bang tp ke xiomi 11 ultra yg mirip bgt,0,2025-10-30T04:56:29Z,positif
@RandyArdhani,itu kacamata yg dipake ada kamera nya?,0,2025-10-30T04:51:09Z,positif
@ryoxrico4275,Makin kesini makin somse,0,2025-10-30T04:51:00Z,positif
@awangcr1387,Xiaomi masih g bs nyaingi ekosistem ipon ekosistem ikan cupang😂😂😂😂😂,0,2025-10-30T04:48:46Z,positif
@yayangmetclub5018,"kayaknya iphone yg niru xiaomi,...keluarnya duluan xiaomi,",0,2025-10-30T04:48:15Z,negatif
@arikprasetyo2716,Ngakak pas bilang kamera di kucilkan hhh,0,2025-10-30T04:48:12Z,positif
@YOUTONO,Nokia punya fitur itu,0,2025-10-30T04:46:13Z,positif
@ArjunAnggara-h5s4o,ternyata ga semenarik itu,0,2025-10-30T04:43:21Z,positif
@Faktadong2,Pokoknya poco m7 plus 5g bang kapan rilis,0,2025-10-30T04:42:51Z,netral
@mercont1,6:19 itu harusnya ada logo apel tp dihapus 😂😂,0,2025-10-30T04:42:15Z,positif
@Faktadong2,Bang poco m7 plus 5g,0,2025-10-30T04:42:14Z,negatif
@randywahidin,XIAOMI 20 PRO MAX 🔥🔥🔥 COMING SOON,0,2025-10-30T04:39:12Z,positif
@borongborong-jp4oy,"Gak china kalo gak nyontek
Miskin inovasi",0,2025-10-30T04:38:54Z,positif
@pujiono-d8u,Kapan bahas Samsung A17,0,2025-10-30T04:38:41Z,netral
@RayaSpaceU,25:15 klo menurut saya makah jelek kurang enak dilihat desainnya dengan menambahkan cermin kecil itu. Sudah ada tambahan layar kecil sebagai review foto kamera belakang,1,2025-10-30T04:37:24Z,negatif
@febbyfv,"Keren nih, fiuhh",0,2025-10-30T04:37:08Z,positif
@ghiyanrangga,Xiaomi mirip Apple atau sebaliknya?,0,2025-10-30T04:36:53Z,positif
@hendrivour,"gamau debat, cuma lagi nikmatin inovasi teknologi yg makin2 asoy.. nice nice!",0,2025-10-30T04:36:44Z,negatif
@idola-w6t,tetep milih iphone 17pro mqx 😂,0,2025-10-30T04:36:01Z,positif
@vocaloid8609,Kalo kalian sadar modelnya mirip mi11ultra yg layar belakangnya digedein,0,2025-10-30T04:32:18Z,positif
@adityabima98,"2:30 makanya dinamain xiaomi 17 bang, karena itu kan termasuk angka hoki china juga 1+7 kan 8 👻",0,2025-10-30T04:32:02Z,negatif
@Fuadynadif,Kamerany GILAAA,0,2025-10-30T04:31:16Z,positif
@SeTOXIDO,"Apa ada yang punya masalah sama pada Xiaomi 17 Pro Max ? Ketika mode lock screen, tidak keluar notif saat ada pesan masuk atau panggilan telepon di aplikasi line atau messenger padahal settingan sudah di nyalakan.",1,2025-10-30T04:31:12Z,positif
@ganeshalapenanggaputra,"Bang, brarti sial 2 kali sama dengan hoki  dong? Karena 8=4+4🤔",0,2025-10-30T04:29:16Z,positif
@RomawiCuy,"Gw suka bet ama desainnya kaya simple tapi elegan
Gada gimmick kaya led d backdoor yg kaya hp hp gemink

Apalagi kamera ama flash d bawah misah kaya memberi kesan apa gitu enak bet gw liat",3,2025-10-30T04:28:22Z,positif
@Gwehratdzz55,IlIlIlIlIl,0,2025-10-30T04:27:47Z,positif
@AretaraisyaSyakira,Tau gak kenapa user android under 3jt paling Berisik di setiap kolom komentar unboxing/ review gadget,2,2025-10-30T04:21:19Z,netral
@uchihaNaruto-w4e,Buat main game ff pro mx lancar gak bg,0,2025-10-30T04:20:54Z,netral
@munkinsane,Xiaomi masih ada iklannya ga si di hape nya?,0,2025-10-30T04:20:32Z,netral
@Traveler19301,Telat banget lu bang 😂😂😂,0,2025-10-30T04:20:15Z,netral
@vinza05-t9n,caranya gimana biar bisa beli HP padahal tiap hari kerja,0,2025-10-30T04:19:16Z,positif
@rudyindrive6926,kayak itel niru samsung,0,2025-10-30T04:18:08Z,positif
@deanproject8986,"hi netizen, lihat dan bacalah komentar para user Xiaomi, nyenggol nyenggol tetangga sebelah terus hahahahah",0,2025-10-30T04:17:10Z,positif
@irvanprasetya5792,Angka orang gantung diri bang 16 itu 🙏🙂‍↕️,0,2025-10-30T04:15:24Z,positif
@ilhamninog,"snapdragon dari gen 1-5 perasaan panas mulu, dimana letak inovasi dan kemajuan teknologinya?",0,2025-10-30T04:13:35Z,positif
@bungsgaming3739,Review IQOO Z10R nya bang,0,2025-10-30T04:09:48Z,netral
@gustara90channel57,"David,akun yt mu di ss trus dipajang di fb ,kata yg posting ""heran ilmu tehnologi minim,tapi subreb nya jutaan "" aku sedih bacanya",0,2025-10-30T04:09:37Z,negatif
@choichoi3150,Poco m4pro 😂😂😂😂,0,2025-10-30T04:07:02Z,negatif
@Espressoom-o4j,"Mungkin karena 16 ada angka enamnya bang, soalnya angka enam itu nilai ahmad sahr—",0,2025-10-30T04:05:23Z,negatif
@rentalgaming4317,Kalo memang ngomongin segala hal tetep kalo merk HP ya Iphone,1,2025-10-30T04:04:23Z,positif
@MarianiIlham-w7t,mau nanya ka untuk xiaomi 17bpro max X vivo X300 pro bagus mana ka??,0,2025-10-30T04:03:32Z,positif
@rifkifaizalmuzafar6157,Kapan review z10r bang,0,2025-10-30T04:02:08Z,netral
@NEW_UPDATE33,Kalau teknologi Xiaomi tapi kalo kamera iPhone lebih natural,0,2025-10-30T04:00:07Z,positif
@kade1086,"Sebagus itu emang








Xiaomi 17pro Max ❤❤❤ nunggu resmi baru beli",0,2025-10-30T03:59:33Z,positif
@TAkaBlitz,iqoo z10r mana bgg ko blm di review,0,2025-10-30T03:57:07Z,netral
@untungsantoso9189,"namanya aja NIRU, XIOMI  17 PRO MAX.. ekor",0,2025-10-30T03:54:57Z,positif
@bayufree9210,"Apa bener bang sebenarnya xiaomi sama apple tu di belakang layar kerjasama,,,tp di depan layar seolah2 saingan berat tapi aslinya sama2 buat gebrakan agar sama2 dpt cuan dr rivalnya 2 produk tsb. Namanya dagang kan,,klo kerjasama bs sama2 menghasilkan untung kan why not gt. Software nya xiaomi yg ngerjain pihak apple kah,,apa bnr gt.😊",0,2025-10-30T03:53:54Z,negatif
@Yumi_OPFP,iPhone udh mau klh sama android,0,2025-10-30T03:52:15Z,positif
@muchlisinarrohim,Nonton pake xiaomi 15,0,2025-10-30T03:48:27Z,positif
@ebimangiwa,Focus ke poco x6,0,2025-10-30T03:47:27Z,negatif
@jf_tarihoran,17 Pro Max atau 17 Pro Mag bang?🗿🗿,0,2025-10-30T03:47:21Z,positif
@nunengzara,suara mu itu bang 🤩,0,2025-10-30T03:44:21Z,positif
@TheNggathur,Masih ada gredeg2nya gak sih videonya?,0,2025-10-30T03:42:47Z,positif
@zonasport_idn,"Model kamera belakang poco udah model jendela dri dlu kan ya
Bukan niru epon brarti",0,2025-10-30T03:42:34Z,positif
@fiqri1770,"Ada chargernya, Ada chargernya, Ada chargernya...",0,2025-10-30T03:41:23Z,positif
@ShegleGarage,"Ada unsur² LGBTQ+ nya gk, kyk sebelah ?",0,2025-10-30T03:40:19Z,positif
@DB_kreatif_channel,Kalo 4 itu dibilang angka sial karena bahasa chinda dan jepang angka 4 itu shie yg artinya bisa 4 atau mati,0,2025-10-30T03:39:37Z,negatif
@adf4503,"Ya cuma nonton aja, beli salah satu aja kayaknya gadulu",0,2025-10-30T03:38:31Z,negatif
@NobitaDoraemon-hu5pl,"Fitur yg ada kucing itu lucu sih, pasti para betina suka dgn hp kaya gini.. 😂",0,2025-10-30T03:37:51Z,positif
@denfamily8710,w,0,2025-10-30T03:34:49Z,positif
@firasiras7056,Sama seperti dari 5 tahun yang lalu..nonton doang kagak beli😅😅😅,0,2025-10-30T03:34:27Z,positif
@kang.afid23,halo david sudah disini,0,2025-10-30T03:33:56Z,positif
@sjwhipokrit7561,klo david udh ngreview hp berarti dia lg jelasin hp,0,2025-10-30T03:32:59Z,positif
@ToRibaraYT,akhirnya ,2,2025-10-30T03:31:40Z,netral
@dlaven108,ngoceh doang 10 menit bang,0,2025-10-30T03:31:15Z,positif
@Sahurtungung,"siomay = worth to buy with valuable money
apel = bukan untuk kaum mendang mending

Sesimple itu",0,2025-10-30T03:29:33Z,netral
@iyannugraha4142,tapi xiaomi dari dulu untuk hasil audio dari video dari luar atau outdoor itu selalu suara anginnya kenceng banget.,0,2025-10-30T03:28:12Z,positif
@tamiandhanirasyidin6882,Tp kok cakepan xiaomi ya? 😅,0,2025-10-30T03:27:20Z,netral
@rhonyzulkarnain-bc2ym,bukannya iphone yg niru xiaomi.. duluan desain poco,0,2025-10-30T03:27:08Z,negatif
@ariefrachmanhakim825,"bang udah bahas Redmi K90 Pro Max dengan speaker ""Bose"" itu bang lebih menarik kerena jualan ""Audio"" bahas bang Redmi K90 Pro",0,2025-10-30T03:24:31Z,positif
@rianopisial8864,Ipong 😂😂😂,0,2025-10-30T03:24:04Z,netral
@sukrasiyoga9875,Masih nunggu Samsung s26 ultra nanti😊,0,2025-10-30T03:19:16Z,positif
@nurmisyuari7479,Bang review vivo x300 pro dong,0,2025-10-30T03:18:49Z,positif
@itauzlifah1042,gacocok buat aku yg suka jatohin hp 😢,0,2025-10-30T03:17:44Z,positif
@victorlim1643,"Definisi ATM (Amati, Tiru, Modifikasi) 😅",0,2025-10-30T03:17:43Z,positif
@nononene3079,Xiaomi is the best.....,0,2025-10-30T03:17:40Z,positif
@yusufgani5035,Udh pake 2 minggu overall puas bgt,0,2025-10-30T03:16:47Z,positif
@wandiexbae,"Bagusan Redmi K90 pro max, 
antutu 4 jt, speaker 3 biji dgn 1 woofer bose",0,2025-10-30T03:15:41Z,positif
@ilmawan354,Akhirnya Review juga,0,2025-10-30T03:13:17Z,netral
@oktavianusrooselvelt5366,"nama boleh sama bng tp fitur2, inovasi2 & Acc beda bng krn biarpun fitur2 Xiaomi 17 Pro Max segunung tp dia msh ksh changer di produk flagshipnya tdk sprt merk sebelah yg cm ikut2an ngilangin changer, tipis2in body kyk merk2 buah2an.. Xiaomi mah beda.. the best dah buat Xiaomi mah..",0,2025-10-30T03:13:11Z,negatif
@Masjoe22,Tahun2 terakhir ini Julukan chipset setrika sekarang dipegang oleh Qualcomm Snapdragon... 😂🥳🥳🥳,0,2025-10-30T03:12:31Z,positif
@AlFath18,bisa jadi orang Xiaomi punya mata2 yg kerja di divisi desain nya iphone 😁😁😁,1,2025-10-30T03:11:46Z,netral
@abanrenzy,wow,0,2025-10-30T03:10:58Z,positif
@musicbagus6944,buat video konten masih lebih proper iPhone,0,2025-10-30T03:10:49Z,positif
@ythiewi9726,Kalau ga masuk indo jadi nya beli dimana? Info donk,0,2025-10-30T03:10:00Z,positif
@PakRTCliper,review akun genshin lu bang🙌,0,2025-10-30T03:05:33Z,netral
@mrokimarak,Hyperse*,0,2025-10-30T03:05:30Z,positif
@Hilman_Alfarizi_,Pasukan Vivo mana nih😂,0,2025-10-30T03:03:45Z,positif
@KupukupuHijau-z9e,Hp banyak gaya 😂😂😂 tidak penting  mending beli hp murah yan strong seperti Spartan itu kata pepatah tiongkok,0,2025-10-30T03:02:17Z,negatif
@JhonlyJ-s9f8q,Desain nya niru IP17? Sedangkan anak perusahaan Xiaomi Poco udh dulu jir akar desain lapangan sepak bola tu Poco penemu nya,0,2025-10-30T03:01:18Z,negatif
@ardhillae,bagusssss bangetttttttttttt,0,2025-10-30T02:59:58Z,positif
@deerpekatadeer4064,Lagi nunggu gadgetin review galaxy XR😊,0,2025-10-30T02:59:35Z,negatif
