author,comment,likeCount,publishedAt,label
@zeemrauzi,"Otw nabung buat 17 pro max nya Xiaomi, bagus parah",0,2025-10-30T02:49:36Z,negatif
@rizkyvindiesel3253,Lama2 gadgetin terlalu lama ya.. kurang update jd info2nya kaya kurang fresh.. Tolong lah next lebih cepat lagi updatenya....,1,2025-10-29T18:34:15Z,negatif
@hunterkiller8045,"Kesan pertama liatnya cakep sih, jauh drpd iphone 17 pro max, lebih ramah di mata warna  xiaomi, 
Kalo iphone 17pro max apalagi yg warna orange terlalu kontras sih. Lebih mendingan yg hitam",0,2025-10-30T08:56:12Z,negatif
@user-ll4zx2iq7o,"00:00 Xiaomi 17 PRO MAX
01:01 Apakah Xiaomi nyontek iPhone (lagi)?
02:46 Desain kotak panjang
04:05 Isi kotak Pro Max
06:00 Rasanya ada yang aneh...
07:18 Apakah desain juga niru iPhone?
09:45 Asekkkkk
10:50 Display NICE
11:38 Snapdragon 8 Elite Gen 5
12:50 Tes Genshin nya agak...
14:35 Baterai 7.500!
15:00 Cobain layar KEDUA!
21:35 Pengennya ada di semua HP...
23:35 Sampel selfie pake kamera belakang
24:35 Gimmick?
25:30 Sampel kamera 17 Pro Max (Xiaomi)
27:25 Kesan saya buat Xiaomi 17 Pro Max",0,2025-10-29T18:16:48Z,negatif
@Krymoba,"Ini yg gua suka dari gadgetin, ngomongnya black blakan gak ada yg ditutupin soalny dia ngk di endors jugak Sampek dibilang , hp flagship panas kalo Chanel lain udah di luka puja nih hp",0,2025-10-30T13:01:23Z,negatif
@userzzyb,Tapi jujur gue pengguna android pengen juga ngerasain pake iPhone apalagi IP 17 😭,0,2025-10-30T09:22:03Z,negatif
@KingGz11,Xiaomi nyiptain Xiaomi 17pro max cuma buat nge sarkasin IP deh kayak nya soal nya IP mainnya di zona aman.  Apalagi soal desain 😅,26,2025-10-30T09:45:26Z,negatif
@yudha.aji.n,"Tapi tetep android, kurang aman privacy digitalnya apalagi banyak saldo di mbanking",0,2025-10-29T16:48:26Z,negatif
@KoryFv,Xiaomi lagi recall recallin hp minim invoasi,0,2025-10-30T02:13:51Z,negatif
@29robot,"Yang ku denger N.W.A, GEYAL GEYOL NAYKILAA BIASA AJA LIATNYAA.. Aku gak AMERIKA.. tiap hari HUSTL'A, Silop tuh cuman SAMPAH.. Loreng pun penuh DRAMA.. ROOTS HIFF HOFF SLAMANYA.",0,2025-10-30T09:30:46Z,negatif
@zubairmahbubi9919,"Setuju bang menurut saya iPhone yang niru Xiaomi, teman saya dengan bangganya nunjukin Poco M3 nya😅, mirip banget lagi. Walah iPhone sudah gak ada ide lagi tuh untuk nge-design 17 Pro Max. Pertama kalinya nih iPhone niru Android wkwk🤣",1,2025-10-29T15:43:00Z,negatif
@aanefendi4207,"Ini ibarat tukang cover lagu yang dipuji kalo hasil cover nya lebih bagus dari penyanyi aslinya
Motor yang makin keren setelah di modifikasi
😅😅😅",0,2025-10-30T13:51:26Z,negatif
@filmogrhap,"Halo bang david & team, request lagi ya. Tolong bikin riview mic untuk ngonten atau rekaman dibawah 1jt 🙏 terimakasih",0,2025-10-30T01:24:09Z,negatif
@yutaadi,"Pengalaman pke Leica di Huawei P30Pro cm bagus 3th awal. Stlh itu entah Huawei nya atau kameranya yg aging, hasil foto nya jd jelek bget .Ky dipaksa buat ganti HP.  Jd trust issue sm longevity nya Leica. Bagus di awal doank, ga bisa keep up smpe 5-6thn ky Samsung Note 20 Ultra.",0,2025-10-30T10:17:04Z,negatif
@daily.rt7278,"tadi saya liat bang xinn buat sg pake xiaomi kaya ngeblur gitu ya gakaya iphone gtu, apa emng hape guanya yg jelek",0,2025-10-29T18:39:17Z,negatif
@belayustiannasya1528,bang coba review ui samsung dari 7.0 ke 8.0 apa kamera nya berubah kualitas nya,0,2025-10-30T09:16:05Z,netral
@pramudyasahidk881,bismillah semoga bisa kebeli xiomi 17 pro max klo smpe rilis di indo😇 aamiin yaallah🤲🏻,0,2025-10-30T07:21:48Z,netral
@AlFath18,bisa jadi orang Xiaomi punya mata2 yg kerja di divisi desain nya iphone 😁😁😁,1,2025-10-30T03:11:46Z,netral
@Zxy.AF_02,kanapa ga bisa nyentuh antutu 4jt karna chipsetnya di limit oleh brand hp masing². kalo dicustom rom mungkin bisa ke antutu 4jt,0,2025-10-30T09:58:14Z,netral
@rianopisial8864,Ipong 😂😂😂,0,2025-10-30T03:24:04Z,netral
@deadwood21plus,"Kenapa boxnya panjang gitu ya, kayak bungkus Jenang Kudus 😂",0,2025-10-30T23:02:29Z,netral
@munkinsane,Xiaomi masih ada iklannya ga si di hape nya?,0,2025-10-30T04:20:32Z,netral
@muhammadrifqi2339,akhirnya 😂,0,2025-10-29T23:45:11Z,netral
@gedesiladarma6224,kemarin bahas xm 15T pro nunggu nunggu yg 15T reguler entah mau dibahas apa engga biar tau bedanya gimana aja 😭😭,0,2025-10-29T17:09:47Z,netral
@AchmadRipaldi-li5sg,Inopasi sih ini bener2 sangad inopasi 🤣,1,2025-10-31T02:39:13Z,netral
@satriobayupurnomo3922,Main game di belakang gak di cobain?,0,2025-10-30T13:22:00Z,netral
@andi_setiyadii,"XIAOMI ya XIAOMI, IPHONE ya IPHONE.",0,2025-10-29T15:12:47Z,netral
@CFC_LAMPUNG,Tetep aja hp android,0,2025-10-30T01:47:42Z,netral
@RockyBlack-z6i1h,"Jago memang xiaomi,sampai sekarang  pakai produknya",0,2025-10-30T01:19:22Z,netral
@CancerCancer-k3n,BG review,0,2025-10-29T17:13:37Z,netral
@Bagusprayogo-g3u,"Gua pengen kerja sama lu bang David , jadi apa aja",0,2025-10-30T20:14:38Z,netral
@atozshort182,Ditunggu review kacamatanya,0,2025-10-30T09:07:18Z,netral
@awandhk,teori anomali 4x4 sial kuadrat sepertinya masuk akal bang,0,2025-10-30T07:49:32Z,netral
@cacavvip8881,Ini yg di tunggu tnggu,0,2025-10-31T01:55:30Z,netral
@JabarNurAriyansyah,gak sabar nunggu oppo findx 9proo,0,2025-10-29T19:40:02Z,netral
@idhamryder1217,😂😂😂😂,0,2025-10-30T09:27:04Z,netral
@rizqanrizqan2032,"Akhirnya gadgetin review xiaomi 17 pro, aku nungguin bg kalok bukan di gadgetin rasanya kurang aja",0,2025-10-30T10:09:31Z,netral
@pashaChanel56,"Xiaomi Baru inovasi, bukan cuman mindahin kamera doang (Ipong)😂😂",1,2025-10-30T11:56:24Z,netral
@suryaramadhan6094,Riview oppo find X9 bang,0,2025-10-30T18:21:35Z,netral
@MASEKIofficial,HADIR BNG,1,2025-10-29T20:52:10Z,netral
@MhickyMhicky,Bang david rekomendasi toko hp second bg,0,2025-10-29T20:55:11Z,netral
@milaniakinawatibayan8589,"6.05 : sy pikir tdk perlu berlebihan, walaupun terasa aneh, toh plastik itu biasanya lgsg dibuang atau kalau disimpan, nggak dipakai pakai lg.",0,2025-10-30T01:30:05Z,netral
@Erikk5671,8:30 bro melupakan xiaomi mi 11 ultra,1,2025-10-30T08:01:10Z,netral
@hojacu4781,"Ada redmi yg terbaru tp lupa, yg backdornya kya celana levis, skor antutunya udh 4 jt bang, mungkin bisa diadu.",0,2025-10-29T15:56:54Z,netral
@fendywecast,Itu layar blkgnya bisa buat maen game.. Ada chasing yg game.. Seperti gameboy,0,2025-10-30T05:32:17Z,netral
@mad_codet,Box-nya kyk kotak Brem Madiun 😊,0,2025-10-30T11:17:02Z,netral
@KazeKaze-c9w,Xiaomi 11 juga jendela bang,0,2025-10-30T17:32:38Z,netral
@agiladam9538,"Perang perdagangan antara dua negara besar CHINA VS AMERIKA, 2 Raksasa dunia industri...
Target Pasar : INDONESIA 😂",0,2025-10-30T23:55:08Z,netral
@user-vr7us9dp4p,Bang Kapan riview VIVO 300 PRO,0,2025-10-30T16:27:31Z,netral
@Wahyu-t5n,Menurut gue Xiaomi ga niru sama sekali. Bahkan lebih baik desainnya dari iPhone.,0,2025-10-30T05:25:58Z,netral
@dewablunder172,Bang bahas iqoo z10r,0,2025-10-29T18:19:20Z,netral
@untungwahyudi1,Xial Quandrad 😅,0,2025-10-30T23:23:48Z,netral
@iyannugraha4142,tapi xiaomi dari dulu untuk hasil audio dari video dari luar atau outdoor itu selalu suara anginnya kenceng banget.,0,2025-10-30T03:28:12Z,netral
@vevivika6264,Please review iqoo 15 dong kak David,0,2025-10-30T15:44:30Z,netral
@ahmadsolihin423,"layar belakangnya bisa dijadiin running text ngga bang pas ngevlog pake video blekang? jadi kya baca text di layar kecilnya, tapi tetep bikin viceo pake kamera belakang.",0,2025-10-30T02:44:21Z,netral
@MuhammadRidhoRamadhanii,geloo,0,2025-10-29T21:14:28Z,netral
@NgasalStudio,"definisi orang klo naro hp di balik, di kash paham sma xiaomi , nh ane kash lhatin displaynya , nda cma boba doank",0,2025-10-30T08:50:59Z,netral
@rq038,infonya bang layar dibelakang bisa buat vidio call gk?,0,2025-10-30T00:03:46Z,netral
@andryk.f2701,Info Hp spek gahar yang ga panas dong guys,0,2025-10-30T11:41:31Z,netral
@riyadicobra123,kapan ke di Indonesia,0,2025-10-30T14:26:30Z,netral
@DiegoZicoo,layar kameranya samsung bet prrtama kali liat krna ex user flip 4,0,2025-10-29T18:17:56Z,netral
@Doll4dollar,Bagian belakang Niru Nokia N8 . 😅,0,2025-10-30T00:37:40Z,netral
@evansalparis9420,Harusnya judulnya bukan untuk kaum mendang mending 😅,0,2025-10-31T03:09:45Z,netral
@muhammadfadliisc-i9118,review blunder,0,2025-10-30T17:19:08Z,netral
@daswanto3232,IQOO pun tembus 4 juta bemchmarknya.. xiaomi kok nggak ya.. 🤔,0,2025-10-30T05:46:02Z,netral
